_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-48,C0011853,M1,1,0,DisGeNET,35,"Diabetes Mellitus, Experimental",,-48,7.4,22,30182,522,676,86,13,1.3,18|43|100|132|148|155|207|231|367|462|581|590|593|596|627|834|836|841|842|847|890|891|959|1588|1636|1672|1728|1906|1956|2099|2247|2335|2908|2936|3156|3162|3383|3458|3552|3553|3558|3565|3569|3586|3605|3643|3688|3783|3938|4023|4193|4318|4792|4843|4846|4914|5105|5175|5213|5313|5468|5579|5594|5742|5743|5970|5972|6376|6517|6647|6720|6772|7018|7040|7042|7124|7157|7412|7422|7450|7498|8714|10891|51738|79602|130013,ABAT|ACHE|ADA|ADK|ADRA1A|ADRB3|AKT1|AKR1B1|AR|SERPINC1|BAX|BCHE|BCKDHA|BCL2|BDNF|CASP1|CASP3|CASP8|CASP9|CAT|CCNA2|CCNB1|CD40LG|CYP19A1|ACE|DEFB1|NQO1|EDN1|EGFR|ESR1|FGF2|FN1|NR3C1|GSR|HMGCR|HMOX1|ICAM1|IFNG|IL1A|IL1B|IL2|IL4|IL6|IL10|IL17A|INSR|ITGB1|KCNN4|LCT|LPL|MDM2|MMP9|NFKBIA|NOS2|NOS3|NTRK1|PCK1|PECAM1|PFKM|PKLR|PPARG|PRKCB|MAPK1|PTGS1|PTGS2|RELA|REN|CX3CL1|SLC2A4|SOD1|SREBF1|STAT1|TF|TGFB1|TGFB2|TNF|TP53|VCAM1|VEGFA|VWF|XDH|ABCC3|PPARGC1A|GHRL|ADIPOR2|ACMSD,-43,0
1,-42,C0151744,M1,1,0,DisGeNET,35,Myocardial Ischemia,,-42,5.6,19,30182,756,676,94,14,1.3,154|196|207|231|581|596|627|650|836|847|959|1116|1118|1137|1329|1509|1588|1636|1803|1906|1956|2099|2147|2152|2247|2335|2628|2657|2875|2932|2944|2946|2950|3162|3383|3458|3552|3553|3557|3558|3565|3569|3586|3605|3938|4023|4236|4318|4792|4843|4846|5032|5069|5130|5175|5213|5444|5468|5562|5563|5579|5594|5728|5743|5970|5972|6331|6376|6401|6402|6403|6646|6772|7040|7042|7124|7412|7422|7423|7450|8313|8554|8804|8877|9311|10371|10598|10891|51738|54583|84701|255738|345275|359948,ADRB2|AHR|AKT1|AKR1B1|BAX|BCL2|BDNF|BMP2|CASP3|CAT|CD40LG|CHI3L1|CHIT1|CHRNA4|COX5B|CTSD|CYP19A1|ACE|DPP4|EDN1|EGFR|ESR1|F2|F3|FGF2|FN1|GATM|GDF1|GPT|GSK3B|GSTM1|GSTM2|GSTP1|HMOX1|ICAM1|IFNG|IL1A|IL1B|IL1RN|IL2|IL4|IL6|IL10|IL17A|LCT|LPL|MFAP1|MMP9|NFKBIA|NOS2|NOS3|P2RY11|PAPPA|PCYT1A|PECAM1|PFKM|PON1|PPARG|PRKAA1|PRKAA2|PRKCB|MAPK1|PTEN|PTGS2|RELA|REN|SCN5A|CX3CL1|SELE|SELL|SELP|SOAT1|STAT1|TGFB1|TGFB2|TNF|VCAM1|VEGFA|VEGFB|VWF|AXIN2|PIAS1|CREG1|SPHK1|ASIC3|SEMA3A|AHSA1|PPARGC1A|GHRL|EGLN1|COX4I2|PCSK9|HSD17B13|IRF2BP2,-37,0
1,-41,C0011615,M1,1,0,DisGeNET,35,"Dermatitis, Atopic",,-41,5.5,19,30182,751,676,93,14,1.3,100|154|196|207|596|597|627|760|834|836|841|940|942|944|1116|1137|1366|1394|1672|1728|1757|1803|1906|1956|2099|2205|2335|2353|2720|2875|2908|2944|2950|3162|3383|3458|3512|3552|3553|3557|3558|3565|3569|3586|3592|3593|3596|3598|3605|3725|3848|4057|4129|4318|4753|4792|4843|4914|5008|5468|5594|5599|5743|5970|6346|6376|6401|6403|6532|6646|6772|7039|7040|7124|7157|7299|7356|7412|7422|8554|8644|8809|8995|9655|10058|10598|10970|27190|50604|51422|64218|151056|284382,ADA|ADRB2|AHR|AKT1|BCL2|BCL2A1|BDNF|CA2|CASP1|CASP3|CASP8|CD28|CD86|TNFSF8|CHI3L1|CHRNA4|CLDN7|CRHR1|DEFB1|NQO1|SARDH|DPP4|EDN1|EGFR|ESR1|FCER1A|FN1|FOS|GLB1|GPT|NR3C1|GSTM1|GSTP1|HMOX1|ICAM1|IFNG|JCHAIN|IL1A|IL1B|IL1RN|IL2|IL4|IL6|IL10|IL12A|IL12B|IL13|IL13RA2|IL17A|JUN|KRT1|LTF|MAOB|MMP9|NELL2|NFKBIA|NOS2|NTRK1|OSM|PPARG|MAPK1|MAPK8|PTGS2|RELA|CCL1|CX3CL1|SELE|SELP|SLC6A4|SOAT1|STAT1|TGFA|TGFB1|TNF|TP53|TYR|SCGB1A1|VCAM1|VEGFA|PIAS1|AKR1C3|IL18R1|TNFSF18|SOCS5|ABCB6|AHSA1|CKAP4|IL17B|IL20|PRKAG2|SEMA4A|PLB1|ACTL9,-37,0
1,-40,C0035126,M1,1,0,DisGeNET,35,Reperfusion Injury,,-40,9.2,22,30182,300,676,62,9.2,1.1,154|240|581|596|627|728|834|836|841|842|847|891|959|1588|1636|1906|2147|2247|2353|2355|2875|2890|2936|3156|3162|3383|3458|3552|3553|3569|3586|3592|3596|3725|3980|4133|4318|4843|4846|5175|5313|5468|5530|5599|5644|5728|5742|5743|5970|6376|6401|6402|6403|6647|6714|6772|7124|7157|7412|7498|51738|89780,ADRB2|ALOX5|BAX|BCL2|BDNF|C5AR1|CASP1|CASP3|CASP8|CASP9|CAT|CCNB1|CD40LG|CYP19A1|ACE|EDN1|F2|FGF2|FOS|FOSL2|GPT|GRIA1|GSR|HMGCR|HMOX1|ICAM1|IFNG|IL1A|IL1B|IL6|IL10|IL12A|IL13|JUN|LIG3|MAP2|MMP9|NOS2|NOS3|PECAM1|PKLR|PPARG|PPP3CA|MAPK8|PRSS1|PTEN|PTGS1|PTGS2|RELA|CX3CL1|SELE|SELL|SELP|SOD1|SRC|STAT1|TNF|TP53|VCAM1|XDH|GHRL|WNT3A,-37,0
1,-40,C0011265,M1,1,0,DisGeNET,35,Presenile dementia,,-40,5.6,19,30182,718,676,90,13,1.3,43|71|72|100|196|207|231|581|590|596|597|627|834|836|862|1116|1118|1128|1137|1139|1385|1509|1588|1636|1757|1803|1906|1956|2099|2100|2147|2335|2596|2657|2908|2932|3162|3383|3458|3552|3553|3557|3565|3569|3586|3592|3593|3596|3605|3643|4023|4128|4129|4133|4193|4318|4843|4846|5032|5444|5468|5530|5579|5649|5743|5972|6376|6401|6403|6517|6531|6532|6647|6720|6772|7018|7040|7042|7124|7157|7328|7412|7422|7450|10058|10857|10891|50628|255738|345651,ACHE|ACTG1|ACTG2|ADA|AHR|AKT1|AKR1B1|BAX|BCHE|BCL2|BCL2A1|BDNF|CASP1|CASP3|RUNX1T1|CHI3L1|CHIT1|CHRM1|CHRNA4|CHRNA7|CREB1|CTSD|CYP19A1|ACE|SARDH|DPP4|EDN1|EGFR|ESR1|ESR2|F2|FN1|GAP43|GDF1|NR3C1|GSK3B|HMOX1|ICAM1|IFNG|IL1A|IL1B|IL1RN|IL4|IL6|IL10|IL12A|IL12B|IL13|IL17A|INSR|LPL|MAOA|MAOB|MAP2|MDM2|MMP9|NOS2|NOS3|P2RY11|PON1|PPARG|PPP3CA|PRKCB|RELN|PTGS2|REN|CX3CL1|SELE|SELP|SLC2A4|SLC6A3|SLC6A4|SOD1|SREBF1|STAT1|TF|TGFB1|TGFB2|TNF|TP53|UBE2H|VCAM1|VEGFA|VWF|ABCB6|PGRMC1|PPARGC1A|GEMIN4|PCSK9|ACTBL2,-36,0
1,-40,C0021368,M1,1,0,DisGeNET,35,Inflammation,,-40,7.1,20,30182,467,676,74,11,1.2,40|41|100|103|155|196|207|240|462|627|728|834|847|940|959|1116|1137|1588|1906|1956|2147|2152|2247|2335|2588|2908|3162|3383|3458|3552|3553|3557|3569|3586|3592|3593|3596|3605|4057|4210|4318|4843|4846|5175|5241|5444|5468|5562|5728|5743|5970|6346|6376|6401|6403|6647|7018|7039|7040|7124|7157|7356|7412|7422|7423|7450|8995|9311|50604|51094|51738|51816|79602|339221,ASIC2|ASIC1|ADA|ADAR|ADRB3|AHR|AKT1|ALOX5|SERPINC1|BDNF|C5AR1|CASP1|CAT|CD28|CD40LG|CHI3L1|CHRNA4|CYP19A1|EDN1|EGFR|F2|F3|FGF2|FN1|GALNS|NR3C1|HMOX1|ICAM1|IFNG|IL1A|IL1B|IL1RN|IL6|IL10|IL12A|IL12B|IL13|IL17A|LTF|MEFV|MMP9|NOS2|NOS3|PECAM1|PGR|PON1|PPARG|PRKAA1|PTEN|PTGS2|RELA|CCL1|CX3CL1|SELE|SELP|SOD1|TF|TGFA|TGFB1|TNF|TP53|SCGB1A1|VCAM1|VEGFA|VEGFB|VWF|TNFSF18|ASIC3|IL20|ADIPOR1|GHRL|ADA2|ADIPOR2|ENPP7,-36,0
1,-39,C0037274,M1,1,0,DisGeNET,35,Dermatologic disorders,,-39,6,19,30182,616,676,83,12,1.3,103|196|367|596|760|841|940|942|943|944|959|1116|1636|1906|1956|2099|2100|2335|2353|2803|2908|2944|3162|3458|3552|3553|3557|3558|3565|3569|3586|3596|3605|3688|3725|3848|3853|4210|4318|4714|4792|4831|4929|5175|5468|5594|5599|5728|5743|5970|5991|6403|6421|6646|6730|6742|7040|7042|7124|7157|7299|7324|7412|7422|8554|8877|8975|9034|9562|10142|10308|10443|10507|10598|10892|10970|27032|27190|50604|54345|79713|79719|283149,ADAR|AHR|AR|BCL2|CA2|CASP8|CD28|CD86|TNFRSF8|TNFSF8|CD40LG|CHI3L1|ACE|EDN1|EGFR|ESR1|ESR2|FN1|FOS|GOLGA4|NR3C1|GSTM1|HMOX1|IFNG|IL1A|IL1B|IL1RN|IL2|IL4|IL6|IL10|IL13|IL17A|ITGB1|JUN|KRT1|KRT6A|MEFV|MMP9|NDUFB8|NFKBIA|NME2|NR4A2|PECAM1|PPARG|MAPK1|MAPK8|PTEN|PTGS2|RELA|RFX3|SELP|SFPQ|SOAT1|SRP68|SSBP1|TGFB1|TGFB2|TNF|TP53|TYR|UBE2E1|VCAM1|VEGFA|PIAS1|SPHK1|USP13|CCRL2|MINPP1|AKAP9|ZNF267|N4BP2L2|SEMA4D|AHSA1|MALT1|CKAP4|ATP2C1|IL17B|IL20|SOX18|IGFLR1|AAGAB|BCL9L,-36,0
1,-38,C0856169,M1,1,0,DisGeNET,35,Endothelial dysfunction,,-38,5.4,18,30182,716,676,87,13,1.3,55|100|148|191|207|231|462|581|596|627|808|834|836|842|847|959|1003|1116|1277|1491|1636|1803|1906|1956|2099|2100|2152|2194|2247|2335|3162|3383|3458|3552|3553|3569|3586|3605|3643|4128|4129|4193|4236|4318|4843|4846|5175|5241|5444|5468|5562|5563|5579|5594|5599|5728|5742|5743|5970|5972|6401|6402|6403|6530|6646|6647|6714|6772|7040|7124|7157|7412|7422|7450|7498|8482|8877|10096|10598|10891|50506|51094|51742|57556|79602|89780|255738,ACP3|ADA|ADRA1A|AHCY|AKT1|AKR1B1|SERPINC1|BAX|BCL2|BDNF|CALM3|CASP1|CASP3|CASP9|CAT|CD40LG|CDH5|CHI3L1|COL1A1|CTH|ACE|DPP4|EDN1|EGFR|ESR1|ESR2|F3|FASN|FGF2|FN1|HMOX1|ICAM1|IFNG|IL1A|IL1B|IL6|IL10|IL17A|INSR|MAOA|MAOB|MDM2|MFAP1|MMP9|NOS2|NOS3|PECAM1|PGR|PON1|PPARG|PRKAA1|PRKAA2|PRKCB|MAPK1|MAPK8|PTEN|PTGS1|PTGS2|RELA|REN|SELE|SELL|SELP|SLC6A2|SOAT1|SOD1|SRC|STAT1|TGFB1|TNF|TP53|VCAM1|VEGFA|VWF|XDH|SEMA7A|SPHK1|ACTR3|AHSA1|PPARGC1A|DUOX2|ADIPOR1|ARID4B|SEMA6A|ADIPOR2|WNT3A|PCSK9,-34,0
1,-38,C0085207,M1,1,0,DisGeNET,35,Gestational Diabetes,,-38,5.7,18,30182,649,676,83,12,1.3,71|72|100|132|155|207|259|367|581|596|627|836|841|847|942|1003|1019|1181|1188|1385|1545|1588|1636|1803|2099|2152|2194|2247|2335|2350|2875|2908|2936|2944|2950|3105|3156|3383|3458|3553|3557|3565|3569|3586|3592|3605|3643|3938|4023|4318|4843|4846|5069|5105|5175|5444|5468|5562|5563|5599|5728|5743|5972|6256|6302|6401|6517|6532|6646|6647|6720|7040|7124|7412|7422|9034|9166|10605|10891|51094|51742|79602|345651,ACTG1|ACTG2|ADA|ADK|ADRB3|AKT1|AMBP|AR|BAX|BCL2|BDNF|CASP3|CASP8|CAT|CD86|CDH5|CDK4|CLCN2|CLCNKB|CREB1|CYP1B1|CYP19A1|ACE|DPP4|ESR1|F3|FASN|FGF2|FN1|FOLR2|GPT|NR3C1|GSR|GSTM1|GSTP1|HLA-A|HMGCR|ICAM1|IFNG|IL1B|IL1RN|IL4|IL6|IL10|IL12A|IL17A|INSR|LCT|LPL|MMP9|NOS2|NOS3|PAPPA|PCK1|PECAM1|PON1|PPARG|PRKAA1|PRKAA2|MAPK8|PTEN|PTGS2|REN|RXRA|TSPAN31|SELE|SLC2A4|SLC6A4|SOAT1|SOD1|SREBF1|TGFB1|TNF|VCAM1|VEGFA|CCRL2|EBAG9|PAIP1|PPARGC1A|ADIPOR1|ARID4B|ADIPOR2|ACTBL2,-34,0
1,-37,C0376618,M1,1,0,DisGeNET,35,Endotoxemia,,-37,7.3,19,30182,401,676,66,9.8,1.1,70|148|240|462|581|596|728|834|836|842|1003|1128|1137|1182|1366|1636|1803|1845|1906|1956|2011|2100|2147|2152|2353|2752|2875|2908|2932|2936|3037|3162|3383|3458|3552|3553|3557|3565|3569|3586|3596|3688|3725|4236|4241|4318|4843|4846|4914|5105|5175|5468|5562|5563|5594|5743|6376|6401|6403|6720|6772|7124|7412|7450|10598|255738,ACTC1|ADRA1A|ALOX5|SERPINC1|BAX|BCL2|C5AR1|CASP1|CASP3|CASP9|CDH5|CHRM1|CHRNA4|CLCN3|CLDN7|ACE|DPP4|DUSP3|EDN1|EGFR|MARK2|ESR2|F2|F3|FOS|GLUL|GPT|NR3C1|GSK3B|GSR|HAS2|HMOX1|ICAM1|IFNG|IL1A|IL1B|IL1RN|IL4|IL6|IL10|IL13|ITGB1|JUN|MFAP1|MELTF|MMP9|NOS2|NOS3|NTRK1|PCK1|PECAM1|PPARG|PRKAA1|PRKAA2|MAPK1|PTGS2|CX3CL1|SELE|SELP|SREBF1|STAT1|TNF|VCAM1|VWF|AHSA1|PCSK9,-33,0
