_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-71,C0011853,M1,1,0,DisGeNET,35,"Diabetes Mellitus, Experimental",,-71,11,30,30182,522,507,97,19,1.7,18|43|148|153|155|207|231|285|367|506|572|581|590|596|598|627|836|841|842|847|857|891|896|959|1026|1508|1543|1728|1956|2099|2538|2641|2697|2908|3082|3091|3145|3156|3162|3240|3383|3458|3553|3558|3565|3569|3586|3643|3791|3938|4023|4193|4312|4313|4318|4353|4609|4792|4843|4846|4914|4968|5054|5159|5175|5213|5313|5465|5467|5468|5578|5579|5594|5595|5742|5743|5970|6342|6347|6476|6517|6647|6696|6720|6772|6777|7040|7099|7124|7157|7412|7422|7498|9516|10891|130013|653361,ABAT|ACHE|ADRA1A|ADRB1|ADRB3|AKT1|AKR1B1|ANGPT2|AR|ATP5F1B|BAD|BAX|BCHE|BCL2|BCL2L1|BDNF|CASP3|CASP8|CASP9|CAT|CAV1|CCNB1|CCND3|CD40LG|CDKN1A|CTSB|CYP1A1|NQO1|EGFR|ESR1|G6PC1|GCG|GJA1|NR3C1|HGF|HIF1A|HMBS|HMGCR|HMOX1|HP|ICAM1|IFNG|IL1B|IL2|IL4|IL6|IL10|INSR|KDR|LCT|LPL|MDM2|MMP1|MMP2|MMP9|MPO|MYC|NFKBIA|NOS2|NOS3|NTRK1|OGG1|SERPINE1|PDGFRB|PECAM1|PFKM|PKLR|PPARA|PPARD|PPARG|PRKCA|PRKCB|MAPK1|MAPK3|PTGS1|PTGS2|RELA|SCP2|CCL2|SI|SLC2A4|SOD1|SPP1|SREBF1|STAT1|STAT5B|TGFB1|TLR4|TNF|TP53|VCAM1|VEGFA|XDH|LITAF|PPARGC1A|ACMSD|NCF1,-67,0
1,-65,C0278996,M1,1,0,DisGeNET,35,Malignant Head and Neck Neoplasm,,-65,8.2,27,30182,767,507,106,21,1.8,9|43|142|207|240|329|331|332|367|581|595|596|598|627|836|841|842|958|1017|1026|1027|1029|1147|1493|1508|1543|1545|1565|1728|1869|1956|2064|2353|2720|2932|2939|2944|2946|2950|3082|3091|3240|3315|3458|3553|3558|3565|3569|3576|3586|3643|3725|3727|3791|3956|4170|4193|4236|4312|4313|4314|4317|4318|4361|4595|4609|4615|4683|4843|4968|5054|5175|5328|5329|5444|5594|5595|5743|5925|6275|6302|6347|6403|6530|6532|6646|6696|6714|6772|6777|7040|7046|7078|7099|7124|7157|7422|7490|7516|8797|9377|10598|10970|29126|51147|107075310,NAT1|ACHE|PARP1|AKT1|ALOX5|BIRC2|XIAP|BIRC5|AR|BAX|CCND1|BCL2|BCL2L1|BDNF|CASP3|CASP8|CASP9|CD40|CDK2|CDKN1A|CDKN1B|CDKN2A|CHUK|CTLA4|CTSB|CYP1A1|CYP1B1|CYP2D6|NQO1|E2F1|EGFR|ERBB2|FOS|GLB1|GSK3B|GSTA2|GSTM1|GSTM2|GSTP1|HGF|HIF1A|HP|HSPB1|IFNG|IL1B|IL2|IL4|IL6|CXCL8|IL10|INSR|JUN|JUND|KDR|LGALS1|MCL1|MDM2|MFAP1|MMP1|MMP2|MMP3|MMP8|MMP9|MRE11|MUTYH|MYC|MYD88|NBN|NOS2|OGG1|SERPINE1|PECAM1|PLAU|PLAUR|PON1|MAPK1|MAPK3|PTGS2|RB1|S100A4|TSPAN31|CCL2|SELP|SLC6A2|SLC6A4|SOAT1|SPP1|SRC|STAT1|STAT5B|TGFB1|TGFBR1|TIMP3|TLR4|TNF|TP53|VEGFA|WT1|XRCC2|TNFRSF10A|COX5A|AHSA1|CKAP4|CD274|ING4|MTCO2P12,-61,0
1,-65,C3887461,M1,1,0,DisGeNET,35,Head and Neck Carcinoma,,-65,8.1,26,30182,786,507,107,21,1.8,9|43|142|207|240|329|331|332|367|581|595|596|598|627|836|841|842|958|1017|1026|1027|1029|1147|1493|1508|1543|1545|1565|1728|1869|1956|2064|2353|2720|2932|2939|2944|2946|2950|3082|3091|3240|3315|3458|3553|3558|3565|3569|3576|3586|3643|3692|3725|3727|3791|3956|4170|4193|4236|4257|4312|4313|4314|4317|4318|4361|4595|4609|4615|4683|4843|4968|5054|5175|5328|5329|5444|5594|5743|5925|6275|6302|6347|6403|6530|6532|6646|6696|6714|6772|6777|7040|7046|7078|7099|7124|7157|7422|7490|7516|8797|9377|10598|10970|29126|51147|107075310,NAT1|ACHE|PARP1|AKT1|ALOX5|BIRC2|XIAP|BIRC5|AR|BAX|CCND1|BCL2|BCL2L1|BDNF|CASP3|CASP8|CASP9|CD40|CDK2|CDKN1A|CDKN1B|CDKN2A|CHUK|CTLA4|CTSB|CYP1A1|CYP1B1|CYP2D6|NQO1|E2F1|EGFR|ERBB2|FOS|GLB1|GSK3B|GSTA2|GSTM1|GSTM2|GSTP1|HGF|HIF1A|HP|HSPB1|IFNG|IL1B|IL2|IL4|IL6|CXCL8|IL10|INSR|EIF6|JUN|JUND|KDR|LGALS1|MCL1|MDM2|MFAP1|MGST1|MMP1|MMP2|MMP3|MMP8|MMP9|MRE11|MUTYH|MYC|MYD88|NBN|NOS2|OGG1|SERPINE1|PECAM1|PLAU|PLAUR|PON1|MAPK1|PTGS2|RB1|S100A4|TSPAN31|CCL2|SELP|SLC6A2|SLC6A4|SOAT1|SPP1|SRC|STAT1|STAT5B|TGFB1|TGFBR1|TIMP3|TLR4|TNF|TP53|VEGFA|WT1|XRCC2|TNFRSF10A|COX5A|AHSA1|CKAP4|CD274|ING4|MTCO2P12,-61,0
1,-64,C0035126,M1,1,0,DisGeNET,35,Reperfusion Injury,,-64,15,31,30182,300,507,74,15,1.6,142|153|154|240|332|572|581|595|596|627|836|841|842|847|857|891|958|959|1026|1027|1103|1508|2353|2746|2875|2890|3082|3091|3156|3162|3315|3383|3458|3553|3569|3576|3586|3725|3791|4133|4314|4318|4353|4615|4843|4846|5175|5313|5320|5328|5465|5468|5578|5601|5644|5742|5743|5970|6347|6401|6403|6476|6647|6714|6772|6777|6783|6916|7078|7099|7124|7157|7412|7498,PARP1|ADRB1|ADRB2|ALOX5|BIRC5|BAD|BAX|CCND1|BCL2|BDNF|CASP3|CASP8|CASP9|CAT|CAV1|CCNB1|CD40|CD40LG|CDKN1A|CDKN1B|CHAT|CTSB|FOS|GLUD1|GPT|GRIA1|HGF|HIF1A|HMGCR|HMOX1|HSPB1|ICAM1|IFNG|IL1B|IL6|CXCL8|IL10|JUN|KDR|MAP2|MMP3|MMP9|MPO|MYD88|NOS2|NOS3|PECAM1|PKLR|PLA2G2A|PLAU|PPARA|PPARG|PRKCA|MAPK9|PRSS1|PTGS1|PTGS2|RELA|CCL2|SELE|SELP|SI|SOD1|SRC|STAT1|STAT5B|SULT1E1|TBXAS1|TIMP3|TLR4|TNF|TP53|VCAM1|XDH,-60,0
1,-63,C3714514,M1,1,0,DisGeNET,35,Infection,,-63,11,28,30182,491,507,88,17,1.7,142|154|207|240|331|332|351|572|581|596|598|836|841|842|857|941|942|958|1029|1147|1493|1565|1869|1956|2010|2099|2152|2194|2353|2950|3091|3162|3315|3383|3428|3458|3553|3558|3565|3569|3576|3586|3593|3603|4023|4057|4193|4313|4314|4318|4353|4361|4609|4615|4792|4843|4914|4968|5328|5329|5444|5465|5468|5578|5591|5594|5595|5742|5743|5925|5970|6347|6401|6647|6696|6772|6850|7040|7099|7124|7157|7412|7422|7498|8797|29126|50604|78996,PARP1|ADRB2|AKT1|ALOX5|XIAP|BIRC5|APP|BAD|BAX|BCL2|BCL2L1|CASP3|CASP8|CASP9|CAV1|CD80|CD86|CD40|CDKN2A|CHUK|CTLA4|CYP2D6|E2F1|EGFR|EMD|ESR1|F3|FASN|FOS|GSTP1|HIF1A|HMOX1|HSPB1|ICAM1|IFI16|IFNG|IL1B|IL2|IL4|IL6|CXCL8|IL10|IL12B|IL16|LPL|LTF|MDM2|MMP2|MMP3|MMP9|MPO|MRE11|MYC|MYD88|NFKBIA|NOS2|NTRK1|OGG1|PLAU|PLAUR|PON1|PPARA|PPARG|PRKCA|PRKDC|MAPK1|MAPK3|PTGS1|PTGS2|RB1|RELA|CCL2|SELE|SOD1|SPP1|STAT1|SYK|TGFB1|TLR4|TNF|TP53|VCAM1|VEGFA|XDH|TNFRSF10A|CD274|IL20|CYREN,-59,0
1,-62,C4529962,M1,1,0,DisGeNET,35,Fatty Liver Disease,,-62,8.2,26,30182,741,507,102,20,1.8,142|150|196|207|231|285|351|367|581|596|836|841|842|847|958|1026|1029|1147|1277|1509|1544|1576|1728|1869|1956|1991|2099|2100|2194|2213|2353|2641|2875|2908|2944|2946|2950|3082|3091|3156|3162|3240|3383|3458|3553|3565|3569|3576|3586|3630|3643|3725|3791|4023|4128|4170|4312|4313|4318|4353|4615|4683|4846|5340|5444|5465|5467|5468|5579|5594|5595|5743|5970|6347|6401|6476|6524|6647|6696|6720|6772|6783|6850|7040|7052|7078|7099|7108|7124|7157|7412|7422|8837|9516|10598|10857|10891|27232|51742|58488|653361|107075310,PARP1|ADRA2A|AHR|AKT1|AKR1B1|ANGPT2|APP|AR|BAX|BCL2|CASP3|CASP8|CASP9|CAT|CD40|CDKN1A|CDKN2A|CHUK|COL1A1|CTSD|CYP1A2|CYP3A4|NQO1|E2F1|EGFR|ELANE|ESR1|ESR2|FASN|FCGR2B|FOS|GCG|GPT|NR3C1|GSTM1|GSTM2|GSTP1|HGF|HIF1A|HMGCR|HMOX1|HP|ICAM1|IFNG|IL1B|IL4|IL6|CXCL8|IL10|INS|INSR|JUN|KDR|LPL|MAOA|MCL1|MMP1|MMP2|MMP9|MPO|MYD88|NBN|NOS3|PLG|PON1|PPARA|PPARD|PPARG|PRKCB|MAPK1|MAPK3|PTGS2|RELA|CCL2|SELE|SI|SLC5A2|SOD1|SPP1|SREBF1|STAT1|SULT1E1|SYK|TGFB1|TGM2|TIMP3|TLR4|TM7SF2|TNF|TP53|VCAM1|VEGFA|CFLAR|LITAF|AHSA1|PGRMC1|PPARGC1A|GNMT|ARID4B|PCTP|NCF1|MTCO2P12,-58,0
1,-60,C0155626,M1,1,0,DisGeNET,35,Acute myocardial infarction,,-60,7.9,25,30182,766,507,102,20,1.8,43|142|150|153|154|155|196|207|506|578|581|595|596|627|695|836|842|847|857|959|1029|1277|1434|1493|1500|1565|1733|2010|2099|2100|2152|2641|2697|2875|2932|2944|2950|3082|3091|3156|3162|3240|3383|3458|3553|3565|3569|3576|3586|3603|3725|3757|3791|3956|4023|4306|4312|4313|4314|4318|4353|4615|4846|4968|5054|5175|5320|5328|5340|5444|5468|5594|5595|5733|5743|5970|6302|6331|6347|6403|6517|6530|6532|6646|6647|6783|7040|7046|7099|7108|7124|7157|7412|7422|7442|8804|9377|10598|10891|55349|653361|107075310,ACHE|PARP1|ADRA2A|ADRB1|ADRB2|ADRB3|AHR|AKT1|ATP5F1B|BAK1|BAX|CCND1|BCL2|BDNF|BTK|CASP3|CASP9|CAT|CAV1|CD40LG|CDKN2A|COL1A1|CSE1L|CTLA4|CTNND1|CYP2D6|DIO1|EMD|ESR1|ESR2|F3|GCG|GJA1|GPT|GSK3B|GSTM1|GSTP1|HGF|HIF1A|HMGCR|HMOX1|HP|ICAM1|IFNG|IL1B|IL4|IL6|CXCL8|IL10|IL16|JUN|KCNH2|KDR|LGALS1|LPL|NR3C2|MMP1|MMP2|MMP3|MMP9|MPO|MYD88|NOS3|OGG1|SERPINE1|PECAM1|PLA2G2A|PLAU|PLG|PON1|PPARG|MAPK1|MAPK3|PTGER3|PTGS2|RELA|TSPAN31|SCN5A|CCL2|SELP|SLC2A4|SLC6A2|SLC6A4|SOAT1|SOD1|SULT1E1|TGFB1|TGFBR1|TLR4|TM7SF2|TNF|TP53|VCAM1|VEGFA|TRPV1|CREG1|COX5A|AHSA1|PPARGC1A|CHDH|NCF1|MTCO2P12,-57,0
1,-59,C0024305,M1,1,0,DisGeNET,35,"Lymphoma, Non-Hodgkin",,-59,8,25,30182,733,507,99,20,1.8,9|142|196|207|331|332|367|581|590|595|596|598|627|695|808|836|841|842|847|896|940|958|959|1017|1019|1026|1027|1029|1493|1543|1545|1645|1869|2064|2099|2213|2875|2944|2950|3082|3091|3383|3458|3553|3558|3565|3569|3575|3576|3586|3593|3603|3643|3791|3956|4170|4193|4236|4311|4312|4313|4314|4318|4353|4361|4609|4615|4683|4843|4846|4914|4968|5159|5444|5578|5579|5594|5595|5743|5925|6275|6401|6646|6696|6714|6850|7040|7046|7124|7157|7412|7422|8644|8797|9774|10598|11200|29126|54751,NAT1|PARP1|AHR|AKT1|XIAP|BIRC5|AR|BAX|BCHE|CCND1|BCL2|BCL2L1|BDNF|BTK|CALM3|CASP3|CASP8|CASP9|CAT|CCND3|CD28|CD40|CD40LG|CDK2|CDK4|CDKN1A|CDKN1B|CDKN2A|CTLA4|CYP1A1|CYP1B1|AKR1C1|E2F1|ERBB2|ESR1|FCGR2B|GPT|GSTM1|GSTP1|HGF|HIF1A|ICAM1|IFNG|IL1B|IL2|IL4|IL6|IL7R|CXCL8|IL10|IL12B|IL16|INSR|KDR|LGALS1|MCL1|MDM2|MFAP1|MME|MMP1|MMP2|MMP3|MMP9|MPO|MRE11|MYC|MYD88|NBN|NOS2|NOS3|NTRK1|OGG1|PDGFRB|PON1|PRKCA|PRKCB|MAPK1|MAPK3|PTGS2|RB1|S100A4|SELE|SOAT1|SPP1|SRC|SYK|TGFB1|TGFBR1|TNF|TP53|VCAM1|VEGFA|AKR1C3|TNFRSF10A|BCLAF1|AHSA1|CHEK2|CD274|FBLIM1,-56,0
1,-59,C0162871,M1,1,0,DisGeNET,35,"Aortic Aneurysm, Abdominal",,-59,9.1,26,30182,586,507,90,18,1.7,142|154|207|240|285|367|578|581|596|695|841|847|857|940|958|959|1029|1081|1493|1508|1512|1874|1956|1991|2099|2100|2152|2213|2353|2641|3091|3156|3162|3240|3383|3458|3553|3558|3565|3569|3576|3586|3593|3725|3727|4236|4306|4312|4313|4314|4317|4318|4322|4353|4843|4846|5054|5130|5175|5241|5328|5340|5465|5468|5594|5595|5743|6347|6403|6524|6647|6696|6772|6777|7040|7046|7078|7099|7108|7124|7157|7412|7422|8086|10598|10891|50506|653361|102800311|107075310,PARP1|ADRB2|AKT1|ALOX5|ANGPT2|AR|BAK1|BAX|BCL2|BTK|CASP8|CAT|CAV1|CD28|CD40|CD40LG|CDKN2A|CGA|CTLA4|CTSB|CTSH|E2F4|EGFR|ELANE|ESR1|ESR2|F3|FCGR2B|FOS|GCG|HIF1A|HMGCR|HMOX1|HP|ICAM1|IFNG|IL1B|IL2|IL4|IL6|CXCL8|IL10|IL12B|JUN|JUND|MFAP1|NR3C2|MMP1|MMP2|MMP3|MMP8|MMP9|MMP13|MPO|NOS2|NOS3|SERPINE1|PCYT1A|PECAM1|PGR|PLAU|PLG|PPARA|PPARG|MAPK1|MAPK3|PTGS2|CCL2|SELP|SLC5A2|SOD1|SPP1|STAT1|STAT5B|TGFB1|TGFBR1|TIMP3|TLR4|TM7SF2|TNF|TP53|VCAM1|VEGFA|AAAS|AHSA1|PPARGC1A|DUOX2|NCF1|TP53COR1|MTCO2P12,-55,0
1,-58,C0153381,M1,1,0,DisGeNET,35,Malignant neoplasm of mouth,,-58,7.8,25,30182,756,507,99,20,1.8,142|196|207|231|240|332|367|595|596|836|841|842|847|857|941|942|958|959|1019|1026|1027|1029|1493|1508|1543|1544|1545|1565|1956|2064|2152|2353|2944|2946|2950|3037|3082|3091|3162|3315|3383|3458|3553|3558|3565|3569|3576|3586|3593|3630|3725|3727|3791|3956|4170|4193|4236|4312|4313|4314|4317|4318|4322|4609|4792|4846|4968|5054|5328|5329|5340|5465|5468|5578|5579|5594|5595|5742|5743|5970|6347|6696|6777|7040|7046|7078|7108|7124|7157|7422|7442|7490|7516|9377|10970|29126|54751|151056|107075310,PARP1|AHR|AKT1|AKR1B1|ALOX5|BIRC5|AR|CCND1|BCL2|CASP3|CASP8|CASP9|CAT|CAV1|CD80|CD86|CD40|CD40LG|CDK4|CDKN1A|CDKN1B|CDKN2A|CTLA4|CTSB|CYP1A1|CYP1A2|CYP1B1|CYP2D6|EGFR|ERBB2|F3|FOS|GSTM1|GSTM2|GSTP1|HAS2|HGF|HIF1A|HMOX1|HSPB1|ICAM1|IFNG|IL1B|IL2|IL4|IL6|CXCL8|IL10|IL12B|INS|JUN|JUND|KDR|LGALS1|MCL1|MDM2|MFAP1|MMP1|MMP2|MMP3|MMP8|MMP9|MMP13|MYC|NFKBIA|NOS3|OGG1|SERPINE1|PLAU|PLAUR|PLG|PPARA|PPARG|PRKCA|PRKCB|MAPK1|MAPK3|PTGS1|PTGS2|RELA|CCL2|SPP1|STAT5B|TGFB1|TGFBR1|TIMP3|TM7SF2|TNF|TP53|VEGFA|TRPV1|WT1|XRCC2|COX5A|CKAP4|CD274|FBLIM1|PLB1|MTCO2P12,-54,0
