_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-34,C0011853,M1,1,0,DisGeNET,35,"Diabetes Mellitus, Experimental",,-34,26,27,30182,522,68,30,44,6,148|155|581|596|836|891|1543|3156|3458|3553|3565|3569|4023|4318|4792|4843|4846|4852|5465|5579|5594|5595|5742|5743|5970|6517|6774|7040|7099|7124,ADRA1A|ADRB3|BAX|BCL2|CASP3|CCNB1|CYP1A1|HMGCR|IFNG|IL1B|IL4|IL6|LPL|MMP9|NFKBIA|NOS2|NOS3|NPY|PPARA|PRKCB|MAPK1|MAPK3|PTGS1|PTGS2|RELA|SLC2A4|STAT3|TGFB1|TLR4|TNF,-30,0
1,-34,C0155626,M1,1,0,DisGeNET,35,Acute myocardial infarction,,-34,19,24,30182,766,68,33,49,6.1,155|196|581|596|836|1277|1432|1499|3156|3458|3553|3565|3569|3576|3725|4023|4318|4615|4846|4852|5594|5595|5599|5733|5743|5970|6517|6530|6774|7040|7099|7124|8804,ADRB3|AHR|BAX|BCL2|CASP3|COL1A1|MAPK14|CTNNB1|HMGCR|IFNG|IL1B|IL4|IL6|CXCL8|JUN|LPL|MMP9|MYD88|NOS3|NPY|MAPK1|MAPK3|MAPK8|PTGER3|PTGS2|RELA|SLC2A4|SLC6A2|STAT3|TGFB1|TLR4|TNF|CREG1,-30,0
1,-33,C0019158,M1,1,0,DisGeNET,35,Hepatitis,,-33,21,25,30182,656,68,31,46,6,196|596|836|1432|1499|1576|3458|3553|3565|3569|3576|3725|4087|4088|4318|4615|4790|4843|5424|5465|5594|5599|5742|5743|5970|6373|6774|6885|7040|7099|7124,AHR|BCL2|CASP3|MAPK14|CTNNB1|CYP3A4|IFNG|IL1B|IL4|IL6|CXCL8|JUN|SMAD2|SMAD3|MMP9|MYD88|NFKB1|NOS2|POLD1|PPARA|MAPK1|MAPK8|PTGS1|PTGS2|RELA|CXCL11|STAT3|MAP3K7|TGFB1|TLR4|TNF,-29,0
1,-32,C0007785,M1,1,0,DisGeNET,35,Cerebral Infarction,,-32,20,24,30182,687,68,31,46,6,581|596|836|1432|1499|1543|1576|3553|3565|3569|3576|3725|4023|4088|4318|4615|4790|4843|4846|4852|5579|5594|5595|5599|5742|5743|6774|6885|7040|7099|7124,BAX|BCL2|CASP3|MAPK14|CTNNB1|CYP1A1|CYP3A4|IL1B|IL4|IL6|CXCL8|JUN|LPL|SMAD3|MMP9|MYD88|NFKB1|NOS2|NOS3|NPY|PRKCB|MAPK1|MAPK3|MAPK8|PTGS1|PTGS2|STAT3|MAP3K7|TGFB1|TLR4|TNF,-28,0
1,-32,C3714514,M1,1,0,DisGeNET,35,Infection,,-32,25,26,30182,491,68,28,41,6,581|596|836|1432|1499|3458|3553|3565|3569|3576|4023|4088|4318|4615|4790|4792|4843|5465|5594|5595|5742|5743|5970|6774|7040|7099|7124|51135,BAX|BCL2|CASP3|MAPK14|CTNNB1|IFNG|IL1B|IL4|IL6|CXCL8|LPL|SMAD3|MMP9|MYD88|NFKB1|NFKBIA|NOS2|PPARA|MAPK1|MAPK3|PTGS1|PTGS2|RELA|STAT3|TGFB1|TLR4|TNF|IRAK4,-28,0
1,-32,C0027055,M1,1,0,DisGeNET,35,Myocardial Reperfusion Injury,,-32,45,32,30182,226,68,23,34,5.7,581|596|836|3553|3569|4088|4615|4792|4843|4846|5465|5579|5594|5595|5599|5733|5743|5970|6517|6774|7040|7099|7124,BAX|BCL2|CASP3|IL1B|IL6|SMAD3|MYD88|NFKBIA|NOS2|NOS3|PPARA|PRKCB|MAPK1|MAPK3|MAPK8|PTGER3|PTGS2|RELA|SLC2A4|STAT3|TGFB1|TLR4|TNF,-28,0
1,-32,C0524910,M1,1,0,DisGeNET,35,"Hepatitis C, Chronic",,-32,28,27,30182,430,68,27,40,5.9,596|836|1432|1499|1543|1576|3156|3458|3553|3565|3569|3576|3725|4023|4087|4088|4318|4790|4843|5465|5594|5743|6373|6774|7040|7099|7124,BCL2|CASP3|MAPK14|CTNNB1|CYP1A1|CYP3A4|HMGCR|IFNG|IL1B|IL4|IL6|CXCL8|JUN|LPL|SMAD2|SMAD3|MMP9|NFKB1|NOS2|PPARA|MAPK1|PTGS2|CXCL11|STAT3|TGFB1|TLR4|TNF,-28,0
1,-31,C4529962,M1,1,0,DisGeNET,35,Fatty Liver Disease,,-31,19,23,30182,741,68,31,46,6,196|581|596|836|1277|1432|1499|1576|3156|3458|3553|3565|3569|3576|3725|4023|4318|4615|4846|5465|5579|5594|5595|5599|5743|5970|6774|6885|7040|7099|7124,AHR|BAX|BCL2|CASP3|COL1A1|MAPK14|CTNNB1|CYP3A4|HMGCR|IFNG|IL1B|IL4|IL6|CXCL8|JUN|LPL|MMP9|MYD88|NOS3|PPARA|PRKCB|MAPK1|MAPK3|MAPK8|PTGS2|RELA|STAT3|MAP3K7|TGFB1|TLR4|TNF,-28,0
1,-30,C0005398,M1,1,0,DisGeNET,35,"Cholestasis, Extrahepatic",,-30,92,40,30182,87,68,18,26,5.4,1277|1432|3553|3569|3725|4318|4615|4843|4846|5594|5595|5599|5601|5970|6885|7040|7099|7124,COL1A1|MAPK14|IL1B|IL6|JUN|MMP9|MYD88|NOS2|NOS3|MAPK1|MAPK3|MAPK8|MAPK9|RELA|MAP3K7|TGFB1|TLR4|TNF,-27,0
1,-30,C0035126,M1,1,0,DisGeNET,35,Reperfusion Injury,,-30,36,29,30182,300,68,24,35,5.8,581|596|836|891|1432|3156|3458|3553|3569|3576|3725|4318|4615|4843|4846|5465|5599|5601|5742|5743|5970|6774|7099|7124,BAX|BCL2|CASP3|CCNB1|MAPK14|HMGCR|IFNG|IL1B|IL6|CXCL8|JUN|MMP9|MYD88|NOS2|NOS3|PPARA|MAPK8|MAPK9|PTGS1|PTGS2|RELA|STAT3|TLR4|TNF,-27,0
1,-30,C0007786,M1,1,0,DisGeNET,35,Brain Ischemia,,-30,31,27,30182,358,68,25,37,5.8,596|836|1128|1432|3458|3553|3569|3725|4318|4790|4792|4843|4846|5465|5579|5594|5595|5599|5743|5970|6774|7040|7099|7124|51135,BCL2|CASP3|CHRM1|MAPK14|IFNG|IL1B|IL6|JUN|MMP9|NFKB1|NFKBIA|NOS2|NOS3|PPARA|PRKCB|MAPK1|MAPK3|MAPK8|PTGS2|RELA|STAT3|TGFB1|TLR4|TNF|IRAK4,-27,0
1,-30,C0856169,M1,1,0,DisGeNET,35,Endothelial dysfunction,,-30,19,23,30182,716,68,30,44,6,148|581|596|836|1277|1432|1499|3354|3458|3553|3569|3576|4129|4318|4790|4843|4846|4852|5579|5594|5595|5599|5601|5742|5743|5970|6530|7040|7099|7124,ADRA1A|BAX|BCL2|CASP3|COL1A1|MAPK14|CTNNB1|HTR1E|IFNG|IL1B|IL6|CXCL8|MAOB|MMP9|NFKB1|NOS2|NOS3|NPY|PRKCB|MAPK1|MAPK3|MAPK8|MAPK9|PTGS1|PTGS2|RELA|SLC6A2|TGFB1|TLR4|TNF,-27,0
1,-30,C0011884,M1,1,0,DisGeNET,35,Diabetic Retinopathy,,-30,20,23,30182,644,68,29,43,6,155|581|596|836|1432|1499|3458|3553|3565|3569|3576|3725|4318|4790|4792|4843|4846|4852|5465|5579|5594|5595|5743|5970|6530|6774|7040|7099|7124,ADRB3|BAX|BCL2|CASP3|MAPK14|CTNNB1|IFNG|IL1B|IL4|IL6|CXCL8|JUN|MMP9|NFKB1|NFKBIA|NOS2|NOS3|NPY|PPARA|PRKCB|MAPK1|MAPK3|PTGS2|RELA|SLC6A2|STAT3|TGFB1|TLR4|TNF,-27,0
1,-29,C0020429,M1,1,0,DisGeNET,35,Hyperalgesia,,-29,26,25,30182,451,68,26,38,5.9,148|836|1432|3553|3565|3569|3576|4318|4790|4843|4852|5579|5594|5595|5599|5601|5733|5742|5743|5970|6373|6774|7040|7099|7124|10728,ADRA1A|CASP3|MAPK14|IL1B|IL4|IL6|CXCL8|MMP9|NFKB1|NOS2|NPY|PRKCB|MAPK1|MAPK3|MAPK8|MAPK9|PTGER3|PTGS1|PTGS2|RELA|CXCL11|STAT3|TGFB1|TLR4|TNF|PTGES3,-26,0
1,-29,C0233794,M1,1,0,DisGeNET,35,Memory impairment,,-29,17,22,30182,763,68,30,44,6,148|196|596|836|1128|1432|1499|3458|3553|3565|3569|3576|4087|4129|4615|4790|4843|4846|4852|5465|5579|5594|5595|5599|5742|5743|6774|7040|7099|7124,ADRA1A|AHR|BCL2|CASP3|CHRM1|MAPK14|CTNNB1|IFNG|IL1B|IL4|IL6|CXCL8|SMAD2|MAOB|MYD88|NFKB1|NOS2|NOS3|NPY|PPARA|PRKCB|MAPK1|MAPK3|MAPK8|PTGS1|PTGS2|STAT3|TGFB1|TLR4|TNF,-26,0
1,-29,C0003130,M1,1,0,DisGeNET,35,Anoxia,,-29,36,28,30182,287,68,23,34,5.7,196|581|596|836|1128|1432|3458|3553|3569|3576|3725|4088|4318|4790|4843|4846|5594|5595|5743|6774|7040|7099|7124,AHR|BAX|BCL2|CASP3|CHRM1|MAPK14|IFNG|IL1B|IL6|CXCL8|JUN|SMAD3|MMP9|NFKB1|NOS2|NOS3|MAPK1|MAPK3|PTGS2|STAT3|TGFB1|TLR4|TNF,-26,0
1,-29,C3714636,M1,1,0,DisGeNET,35,Pneumonitis,,-29,18,22,30182,696,68,29,43,6,196|596|836|1277|1432|1499|3458|3553|3565|3569|3576|3725|4318|4615|4790|4843|4846|5594|5595|5599|5733|5742|5743|6774|6885|7040|7099|7124|54361,AHR|BCL2|CASP3|COL1A1|MAPK14|CTNNB1|IFNG|IL1B|IL4|IL6|CXCL8|JUN|MMP9|MYD88|NFKB1|NOS2|NOS3|MAPK1|MAPK3|MAPK8|PTGER3|PTGS1|PTGS2|STAT3|MAP3K7|TGFB1|TLR4|TNF|WNT4,-26,0
1,-29,C0024115,M1,1,0,DisGeNET,35,Lung diseases,,-29,18,22,30182,700,68,29,43,6,148|155|196|596|1499|1543|3458|3553|3565|3569|3576|3725|4318|4615|4790|4792|4843|4846|5465|5594|5595|5599|5742|5743|6530|6774|7040|7099|7124,ADRA1A|ADRB3|AHR|BCL2|CTNNB1|CYP1A1|IFNG|IL1B|IL4|IL6|CXCL8|JUN|MMP9|MYD88|NFKB1|NFKBIA|NOS2|NOS3|PPARA|MAPK1|MAPK3|MAPK8|PTGS1|PTGS2|SLC6A2|STAT3|TGFB1|TLR4|TNF,-26,0
1,-29,C4082937,M1,1,0,DisGeNET,35,Necrotizing enterocolitis in fetus OR newborn,,-29,44,30,30182,210,68,21,31,5.6,596|836|1499|3458|3553|3565|3569|3576|4087|4615|4790|4792|4843|4846|5599|5743|6774|7040|7099|7124|51135,BCL2|CASP3|CTNNB1|IFNG|IL1B|IL4|IL6|CXCL8|SMAD2|MYD88|NFKB1|NFKBIA|NOS2|NOS3|MAPK8|PTGS2|STAT3|TGFB1|TLR4|TNF|IRAK4,-25,0
