_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-45,C0011853,M1,1,0,DisGeNET,35,"Diabetes Mellitus, Experimental",,-45,17,27,30182,522,163,48,29,3.6,18|43|148|153|155|207|231|367|572|581|590|596|790|836|842|847|857|959|1026|1536|1543|1588|2099|2641|3162|3383|3481|3586|4193|4842|4843|4846|5243|5468|5578|5579|5742|5743|5970|6376|6580|6582|6647|7124|7157|7498|50848|130013,ABAT|ACHE|ADRA1A|ADRB1|ADRB3|AKT1|AKR1B1|AR|BAD|BAX|BCHE|BCL2|CAD|CASP3|CASP9|CAT|CAV1|CD40LG|CDKN1A|CYBB|CYP1A1|CYP19A1|ESR1|GCG|HMOX1|ICAM1|IGF2|IL10|MDM2|NOS1|NOS2|NOS3|ABCB1|PPARG|PRKCA|PRKCB|PTGS1|PTGS2|RELA|CX3CL1|SLC22A1|SLC22A2|SOD1|TNF|TP53|XDH|F11R|ACMSD,-40,0
1,-39,C0035126,M1,1,0,DisGeNET,35,Reperfusion Injury,,-39,23,28,30182,300,163,37,23,3.3,153|154|572|581|595|596|836|842|847|857|959|1026|1536|1588|2353|2875|3162|3383|3586|3725|4842|4843|4846|5243|5328|5468|5578|5644|5728|5742|5743|5970|6376|6647|7124|7157|7498,ADRB1|ADRB2|BAD|BAX|CCND1|BCL2|CASP3|CASP9|CAT|CAV1|CD40LG|CDKN1A|CYBB|CYP19A1|FOS|GPT|HMOX1|ICAM1|IL10|JUN|NOS1|NOS2|NOS3|ABCB1|PLAU|PPARG|PRKCA|PRSS1|PTEN|PTGS1|PTGS2|RELA|CX3CL1|SOD1|TNF|TP53|XDH,-35,0
1,-36,C3714514,M1,1,0,DisGeNET,35,Infection,,-36,15,24,30182,491,163,41,25,3.4,154|207|572|581|596|836|842|857|858|1495|1977|1981|2099|2194|2353|2950|3105|3106|3107|3135|3162|3383|3428|3481|3586|4193|4843|5328|5444|5468|5578|5742|5743|5894|5925|5970|6647|7124|7157|7498|50616,ADRB2|AKT1|BAD|BAX|BCL2|CASP3|CASP9|CAV1|CAV2|CTNNA1|EIF4E|EIF4G1|ESR1|FASN|FOS|GSTP1|HLA-A|HLA-B|HLA-C|HLA-G|HMOX1|ICAM1|IFI16|IGF2|IL10|MDM2|NOS2|PLAU|PON1|PPARG|PRKCA|PTGS1|PTGS2|RAF1|RB1|RELA|SOD1|TNF|TP53|XDH|IL22,-32,0
1,-35,C0019348,M1,1,0,DisGeNET,35,Herpes Simplex Infections,,-35,13,22,30182,645,163,44,27,3.5,207|231|367|596|650|836|842|847|959|1026|1543|1977|1978|1981|2028|2099|2194|2353|2720|2902|3105|3107|3135|3162|3383|3428|3481|3586|4193|4843|4860|5243|5328|5424|5719|5743|6528|6530|6580|6647|7124|7157|9520|50616,AKT1|AKR1B1|AR|BCL2|BMP2|CASP3|CASP9|CAT|CD40LG|CDKN1A|CYP1A1|EIF4E|EIF4EBP1|EIF4G1|ENPEP|ESR1|FASN|FOS|GLB1|GRIN1|HLA-A|HLA-C|HLA-G|HMOX1|ICAM1|IFI16|IGF2|IL10|MDM2|NOS2|PNP|ABCB1|PLAU|POLD1|PSMD13|PTGS2|SLC5A5|SLC6A2|SLC22A1|SOD1|TNF|TP53|NPEPPS|IL22,-31,0
1,-34,C0856169,M1,1,0,DisGeNET,35,Endothelial dysfunction,,-34,12,21,30182,716,163,45,28,3.5,148|207|231|581|596|790|808|836|842|847|857|959|1491|1536|2099|2100|2194|2641|3162|3383|3586|4128|4129|4193|4842|4843|4846|5328|5444|5468|5578|5579|5728|5742|5743|5970|6530|6647|7124|7157|7498|8648|11082|50616|50848,ADRA1A|AKT1|AKR1B1|BAX|BCL2|CAD|CALM3|CASP3|CASP9|CAT|CAV1|CD40LG|CTH|CYBB|ESR1|ESR2|FASN|GCG|HMOX1|ICAM1|IL10|MAOA|MAOB|MDM2|NOS1|NOS2|NOS3|PLAU|PON1|PPARG|PRKCA|PRKCB|PTEN|PTGS1|PTGS2|RELA|SLC6A2|SOD1|TNF|TP53|XDH|NCOA1|ESM1|IL22|F11R,-31,0
1,-34,C0155626,M1,1,0,DisGeNET,35,Acute myocardial infarction,,-34,11,21,30182,766,163,46,28,3.5,43|150|153|154|155|207|581|595|596|790|836|842|847|857|959|1536|1588|2099|2100|2641|2875|2932|2950|3162|3383|3481|3586|3725|3757|4846|5243|5328|5444|5468|5728|5743|5970|6331|6376|6530|6647|7124|7157|8804|11082|50616,ACHE|ADRA2A|ADRB1|ADRB2|ADRB3|AKT1|BAX|CCND1|BCL2|CAD|CASP3|CASP9|CAT|CAV1|CD40LG|CYBB|CYP19A1|ESR1|ESR2|GCG|GPT|GSK3B|GSTP1|HMOX1|ICAM1|IGF2|IL10|JUN|KCNH2|NOS3|ABCB1|PLAU|PON1|PPARG|PTEN|PTGS2|RELA|SCN5A|CX3CL1|SLC6A2|SOD1|TNF|TP53|CREG1|ESM1|IL22,-31,0
1,-34,C0024305,M1,1,0,DisGeNET,35,"Lymphoma, Non-Hodgkin",,-34,11,21,30182,733,163,45,28,3.5,207|367|581|590|595|596|808|836|842|847|959|1017|1019|1026|1543|1977|1981|2099|2875|2950|3105|3106|3135|3383|3586|4193|4613|4842|4843|4846|5243|5444|5578|5579|5713|5715|5728|5743|5894|5925|7124|7157|8644|8648|9520,AKT1|AR|BAX|BCHE|CCND1|BCL2|CALM3|CASP3|CASP9|CAT|CD40LG|CDK2|CDK4|CDKN1A|CYP1A1|EIF4E|EIF4G1|ESR1|GPT|GSTP1|HLA-A|HLA-B|HLA-G|ICAM1|IL10|MDM2|MYCN|NOS1|NOS2|NOS3|ABCB1|PON1|PRKCA|PRKCB|PSMD7|PSMD9|PTEN|PTGS2|RAF1|RB1|TNF|TP53|AKR1C3|NCOA1|NPEPPS,-30,0
1,-32,C0151744,M1,1,0,DisGeNET,35,Myocardial Ischemia,,-32,11,20,30182,756,163,44,27,3.5,153|154|207|231|581|595|596|650|790|836|847|959|1509|1588|1977|1978|1981|2099|2628|2641|2875|2932|2950|3162|3383|3481|3586|3757|4842|4843|4846|5130|5243|5444|5468|5578|5579|5728|5743|5970|6331|6376|7124|8804,ADRB1|ADRB2|AKT1|AKR1B1|BAX|CCND1|BCL2|BMP2|CAD|CASP3|CAT|CD40LG|CTSD|CYP19A1|EIF4E|EIF4EBP1|EIF4G1|ESR1|GATM|GCG|GPT|GSK3B|GSTP1|HMOX1|ICAM1|IGF2|IL10|KCNH2|NOS1|NOS2|NOS3|PCYT1A|ABCB1|PON1|PPARG|PRKCA|PRKCB|PTEN|PTGS2|RELA|SCN5A|CX3CL1|TNF|CREG1,-29,0
1,-31,C0206624,M1,1,0,DisGeNET,35,Hepatoblastoma,,-31,15,22,30182,452,163,36,22,3.2,207|231|581|595|596|790|836|842|847|1026|1543|1978|2099|2641|2720|3162|3383|3481|3586|4193|4613|4842|4843|5018|5243|5328|5424|5447|5468|5715|5728|5743|5925|7124|7157|7498,AKT1|AKR1B1|BAX|CCND1|BCL2|CAD|CASP3|CASP9|CAT|CDKN1A|CYP1A1|EIF4EBP1|ESR1|GCG|GLB1|HMOX1|ICAM1|IGF2|IL10|MDM2|MYCN|NOS1|NOS2|OXA1L|ABCB1|PLAU|POLD1|POR|PPARG|PSMD9|PTEN|PTGS2|RB1|TNF|TP53|XDH,-27,0
1,-30,C0025500,M1,1,0,DisGeNET,35,Mesothelioma,,-30,13,20,30182,560,163,38,23,3.3,148|207|581|595|596|650|808|836|842|847|959|1017|1019|1026|1588|1977|1981|2099|2100|2720|3162|3383|3481|4193|4846|5243|5328|5578|5579|5715|5728|5743|5970|6528|7124|7157|8644|9166,ADRA1A|AKT1|BAX|CCND1|BCL2|BMP2|CALM3|CASP3|CASP9|CAT|CD40LG|CDK2|CDK4|CDKN1A|CYP19A1|EIF4E|EIF4G1|ESR1|ESR2|GLB1|HMOX1|ICAM1|IGF2|MDM2|NOS3|ABCB1|PLAU|PRKCA|PRKCB|PSMD9|PTEN|PTGS2|RELA|SLC5A5|TNF|TP53|AKR1C3|EBAG9,-27,0
1,-29,C0011265,M1,1,0,DisGeNET,35,Presenile dementia,,-29,11,19,30182,718,163,41,25,3.4,43|207|231|581|590|596|836|857|1026|1128|1509|1588|1757|1981|2099|2100|2641|2932|3107|3162|3383|3481|3586|4128|4129|4193|4842|4843|4846|5243|5328|5444|5468|5579|5743|6376|6531|6647|7124|7157|50616,ACHE|AKT1|AKR1B1|BAX|BCHE|BCL2|CASP3|CAV1|CDKN1A|CHRM1|CTSD|CYP19A1|SARDH|EIF4G1|ESR1|ESR2|GCG|GSK3B|HLA-C|HMOX1|ICAM1|IGF2|IL10|MAOA|MAOB|MDM2|NOS1|NOS2|NOS3|ABCB1|PLAU|PON1|PPARG|PRKCB|PTGS2|CX3CL1|SLC6A3|SOD1|TNF|TP53|IL22,-26,0
1,-29,C0025286,M1,1,0,DisGeNET,35,Meningioma,,-29,11,19,30182,634,163,39,24,3.3,207|367|595|596|808|836|857|1017|1019|1026|1543|1588|1977|1981|2099|2194|2353|2641|2950|3105|3481|4193|4613|4842|4843|4846|5243|5328|5424|5444|5728|5742|5743|5925|6376|7124|7157|7498|162514,AKT1|AR|CCND1|BCL2|CALM3|CASP3|CAV1|CDK2|CDK4|CDKN1A|CYP1A1|CYP19A1|EIF4E|EIF4G1|ESR1|FASN|FOS|GCG|GSTP1|HLA-A|IGF2|MDM2|MYCN|NOS1|NOS2|NOS3|ABCB1|PLAU|POLD1|PON1|PTEN|PTGS1|PTGS2|RB1|CX3CL1|TNF|TP53|XDH|TRPV3,-26,0
1,-29,C0003130,M1,1,0,DisGeNET,35,Anoxia,,-29,19,23,30182,287,163,30,18,3,207|367|581|595|596|790|836|842|1128|1588|1757|2099|2194|2353|3135|3162|3291|3383|3586|3725|3757|4842|4843|4846|5743|6331|6376|7124|7157|7498,AKT1|AR|BAX|CCND1|BCL2|CAD|CASP3|CASP9|CHRM1|CYP19A1|SARDH|ESR1|FASN|FOS|HLA-G|HMOX1|HSD11B2|ICAM1|IL10|JUN|KCNH2|NOS1|NOS2|NOS3|PTGS2|SCN5A|CX3CL1|TNF|TP53|XDH,-26,0
