_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-63,C0011853,M1,1,0,DisGeNET,35,"Diabetes Mellitus, Experimental",,-63,20,34,30182,522,180,62,34,3.5,18|43|148|153|155|207|581|590|596|598|627|836|841|842|847|891|959|1401|1543|2099|2538|2697|2908|2931|2936|3091|3156|3162|3383|3458|3481|3565|3569|3586|3643|4023|4193|4312|4313|4318|4609|4792|4843|5054|5213|5313|5465|5468|5579|5742|5743|5970|6517|6647|6720|6772|7124|7157|7351|7422|7498|8678,ABAT|ACHE|ADRA1A|ADRB1|ADRB3|AKT1|BAX|BCHE|BCL2|BCL2L1|BDNF|CASP3|CASP8|CASP9|CAT|CCNB1|CD40LG|CRP|CYP1A1|ESR1|G6PC1|GJA1|NR3C1|GSK3A|GSR|HIF1A|HMGCR|HMOX1|ICAM1|IFNG|IGF2|IL4|IL6|IL10|INSR|LPL|MDM2|MMP1|MMP2|MMP9|MYC|NFKBIA|NOS2|SERPINE1|PFKM|PKLR|PPARA|PPARG|PRKCB|PTGS1|PTGS2|RELA|SLC2A4|SOD1|SREBF1|STAT1|TNF|TP53|UCP2|VEGFA|XDH|BECN1,-58,0
1,-52,C3714514,M1,1,0,DisGeNET,35,Infection,,-52,18,30,30182,491,180,54,30,3.4,154|207|240|581|596|598|836|841|842|942|1029|1401|2099|2152|2194|2353|2950|3091|3162|3383|3428|3458|3481|3565|3569|3586|3593|3596|4023|4193|4313|4318|4609|4792|4843|5328|5444|5465|5468|5742|5743|5925|5970|6647|6733|6772|7124|7150|7157|7422|7498|10971|11186|51135,ADRB2|AKT1|ALOX5|BAX|BCL2|BCL2L1|CASP3|CASP8|CASP9|CD86|CDKN2A|CRP|ESR1|F3|FASN|FOS|GSTP1|HIF1A|HMOX1|ICAM1|IFI16|IFNG|IGF2|IL4|IL6|IL10|IL12B|IL13|LPL|MDM2|MMP2|MMP9|MYC|NFKBIA|NOS2|PLAU|PON1|PPARA|PPARG|PTGS1|PTGS2|RB1|RELA|SOD1|SRPK2|STAT1|TNF|TOP1|TP53|VEGFA|XDH|YWHAQ|RASSF1|IRAK4,-48,0
1,-51,C0011265,M1,1,0,DisGeNET,35,Presenile dementia,,-51,14,27,30182,718,180,60,33,3.5,43|60|196|207|581|590|596|627|836|862|1103|1128|1401|1509|1757|2099|2521|2596|2908|3162|3383|3458|3481|3565|3569|3586|3592|3593|3596|3630|3643|4023|4128|4129|4133|4193|4313|4318|4843|4915|5054|5328|5444|5465|5468|5530|5579|5743|6403|6517|6531|6532|6647|6720|6750|6772|7124|7157|7226|7422,ACHE|ACTB|AHR|AKT1|BAX|BCHE|BCL2|BDNF|CASP3|RUNX1T1|CHAT|CHRM1|CRP|CTSD|SARDH|ESR1|FUS|GAP43|NR3C1|HMOX1|ICAM1|IFNG|IGF2|IL4|IL6|IL10|IL12A|IL12B|IL13|INS|INSR|LPL|MAOA|MAOB|MAP2|MDM2|MMP2|MMP9|NOS2|NTRK2|SERPINE1|PLAU|PON1|PPARA|PPARG|PPP3CA|PRKCB|PTGS2|SELP|SLC2A4|SLC6A3|SLC6A4|SOD1|SREBF1|SST|STAT1|TNF|TP53|TRPM2|VEGFA,-47,0
1,-51,C0035126,M1,1,0,DisGeNET,35,Reperfusion Injury,,-51,26,33,30182,300,180,46,26,3.3,153|154|240|581|595|596|627|836|841|842|847|891|959|1103|2353|2355|2936|3091|3156|3162|3383|3458|3569|3586|3592|3596|3725|4133|4318|4843|5313|5328|5465|5468|5530|5644|5742|5743|5970|6403|6647|6772|7124|7157|7498|8678,ADRB1|ADRB2|ALOX5|BAX|CCND1|BCL2|BDNF|CASP3|CASP8|CASP9|CAT|CCNB1|CD40LG|CHAT|FOS|FOSL2|GSR|HIF1A|HMGCR|HMOX1|ICAM1|IFNG|IL6|IL10|IL12A|IL13|JUN|MAP2|MMP9|NOS2|PKLR|PLAU|PPARA|PPARG|PPP3CA|PRSS1|PTGS1|PTGS2|RELA|SELP|SOD1|STAT1|TNF|TP53|XDH|BECN1,-47,0
1,-49,C0155626,M1,1,0,DisGeNET,35,Acute myocardial infarction,,-49,13,26,30182,766,180,60,33,3.5,31|43|150|153|154|155|196|207|581|595|596|627|836|842|847|959|1029|1401|1733|2099|2152|2697|2936|2944|2950|3091|3156|3162|3383|3458|3481|3565|3569|3586|3725|4023|4312|4313|4318|5054|5328|5444|5468|5743|5970|6403|6517|6530|6532|6646|6647|7056|7124|7157|7351|7422|8804|10598|11186|54583,ACACA|ACHE|ADRA2A|ADRB1|ADRB2|ADRB3|AHR|AKT1|BAX|CCND1|BCL2|BDNF|CASP3|CASP9|CAT|CD40LG|CDKN2A|CRP|DIO1|ESR1|F3|GJA1|GSR|GSTM1|GSTP1|HIF1A|HMGCR|HMOX1|ICAM1|IFNG|IGF2|IL4|IL6|IL10|JUN|LPL|MMP1|MMP2|MMP9|SERPINE1|PLAU|PON1|PPARG|PTGS2|RELA|SELP|SLC2A4|SLC6A2|SLC6A4|SOAT1|SOD1|THBD|TNF|TP53|UCP2|VEGFA|CREG1|AHSA1|RASSF1|EGLN1,-46,0
1,-48,C0153381,M1,1,0,DisGeNET,35,Malignant neoplasm of mouth,,-48,13,26,30182,756,180,59,33,3.5,60|196|207|240|595|596|836|841|842|847|942|959|1019|1029|1401|1543|1544|1545|2064|2152|2353|2752|2936|2944|2946|2950|3037|3091|3162|3383|3458|3481|3565|3569|3586|3593|3630|3725|4193|4312|4313|4318|4609|4792|5054|5292|5328|5465|5468|5579|5742|5743|5970|7056|7124|7157|7422|7516|11186,ACTB|AHR|AKT1|ALOX5|CCND1|BCL2|CASP3|CASP8|CASP9|CAT|CD86|CD40LG|CDK4|CDKN2A|CRP|CYP1A1|CYP1A2|CYP1B1|ERBB2|F3|FOS|GLUL|GSR|GSTM1|GSTM2|GSTP1|HAS2|HIF1A|HMOX1|ICAM1|IFNG|IGF2|IL4|IL6|IL10|IL12B|INS|JUN|MDM2|MMP1|MMP2|MMP9|MYC|NFKBIA|SERPINE1|PIM1|PLAU|PPARA|PPARG|PRKCB|PTGS1|PTGS2|RELA|THBD|TNF|TP53|VEGFA|XRCC2|RASSF1,-45,0
1,-48,C0027055,M1,1,0,DisGeNET,35,Myocardial Reperfusion Injury,,-48,30,34,30182,226,180,41,23,3.1,153|154|207|240|581|596|598|836|841|842|847|1401|2099|2697|2936|3091|3162|3383|3569|3586|4193|4312|4313|4792|4843|5054|5465|5579|5743|5970|6403|6517|6647|6772|7124|7157|7351|7422|7498|8678|8837,ADRB1|ADRB2|AKT1|ALOX5|BAX|BCL2|BCL2L1|CASP3|CASP8|CASP9|CAT|CRP|ESR1|GJA1|GSR|HIF1A|HMOX1|ICAM1|IL6|IL10|MDM2|MMP1|MMP2|NFKBIA|NOS2|SERPINE1|PPARA|PRKCB|PTGS2|RELA|SELP|SLC2A4|SOD1|STAT1|TNF|TP53|UCP2|VEGFA|XDH|BECN1|CFLAR,-45,0
1,-47,C0085207,M1,1,0,DisGeNET,35,Gestational Diabetes,,-47,14,26,30182,649,180,55,31,3.4,31|60|150|153|155|207|581|596|627|836|841|847|942|1019|1029|1401|1545|2099|2152|2194|2538|2697|2908|2936|2944|2950|3091|3156|3383|3458|3481|3565|3569|3586|3592|3630|3643|4023|4318|4843|5054|5444|5465|5468|5743|6256|6517|6532|6646|6647|6720|7056|7124|7422|9166,ACACA|ACTB|ADRA2A|ADRB1|ADRB3|AKT1|BAX|BCL2|BDNF|CASP3|CASP8|CAT|CD86|CDK4|CDKN2A|CRP|CYP1B1|ESR1|F3|FASN|G6PC1|GJA1|NR3C1|GSR|GSTM1|GSTP1|HIF1A|HMGCR|ICAM1|IFNG|IGF2|IL4|IL6|IL10|IL12A|INS|INSR|LPL|MMP9|NOS2|SERPINE1|PON1|PPARA|PPARG|PTGS2|RXRA|SLC2A4|SLC6A4|SOAT1|SOD1|SREBF1|THBD|TNF|VEGFA|EBAG9,-43,0
1,-47,C0278510,M1,1,0,DisGeNET,35,Childhood Medulloblastoma,,-47,13,25,30182,771,180,58,32,3.5,43|60|148|196|207|240|581|595|596|627|836|841|842|891|1019|1029|1543|1545|2064|2099|2152|2697|2936|2944|2946|2950|3091|3162|3458|3481|3565|3569|4133|4193|4313|4318|4437|4609|4792|4843|4915|5054|5130|5328|5424|5465|5468|5743|5970|6528|6750|7124|7150|7157|7422|8678|10598|11186,ACHE|ACTB|ADRA1A|AHR|AKT1|ALOX5|BAX|CCND1|BCL2|BDNF|CASP3|CASP8|CASP9|CCNB1|CDK4|CDKN2A|CYP1A1|CYP1B1|ERBB2|ESR1|F3|GJA1|GSR|GSTM1|GSTM2|GSTP1|HIF1A|HMOX1|IFNG|IGF2|IL4|IL6|MAP2|MDM2|MMP2|MMP9|MSH3|MYC|NFKBIA|NOS2|NTRK2|SERPINE1|PCYT1A|PLAU|POLD1|PPARA|PPARG|PTGS2|RELA|SLC5A5|SST|TNF|TOP1|TP53|VEGFA|BECN1|AHSA1|RASSF1,-43,0
1,-46,C4529962,M1,1,0,DisGeNET,35,Fatty Liver Disease,,-46,13,25,30182,741,180,57,32,3.5,31|60|150|196|207|581|596|836|841|842|847|1029|1401|1509|1544|2099|2194|2353|2908|2944|2946|2950|3091|3156|3162|3383|3458|3565|3569|3586|3596|3630|3643|3725|4023|4128|4312|4313|4318|4915|5444|5465|5468|5579|5743|5970|6647|6720|6772|7056|7124|7157|7351|7422|8837|10598|11186,ACACA|ACTB|ADRA2A|AHR|AKT1|BAX|BCL2|CASP3|CASP8|CASP9|CAT|CDKN2A|CRP|CTSD|CYP1A2|ESR1|FASN|FOS|NR3C1|GSTM1|GSTM2|GSTP1|HIF1A|HMGCR|HMOX1|ICAM1|IFNG|IL4|IL6|IL10|IL13|INS|INSR|JUN|LPL|MAOA|MMP1|MMP2|MMP9|NTRK2|PON1|PPARA|PPARG|PRKCB|PTGS2|RELA|SOD1|SREBF1|STAT1|THBD|TNF|TP53|UCP2|VEGFA|CFLAR|AHSA1|RASSF1,-43,0
