_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-67,C0011853,M1,1,0,DisGeNET,35,"Diabetes Mellitus, Experimental",,-67,20,35,30182,522,187,66,35,3.5,43|148|153|155|207|231|581|590|596|836|841|842|847|891|959|1026|1244|1543|1555|1571|1636|1728|2099|3091|3156|3162|3383|3458|3481|3553|3558|3565|3569|3586|3643|4023|4193|4312|4318|4353|4609|4792|4843|4846|4852|5054|5465|5468|5578|5579|5594|5595|5742|5743|5970|6517|6647|6772|6774|7040|7099|7124|7157|7422|7498|653361,ACHE|ADRA1A|ADRB1|ADRB3|AKT1|AKR1B1|BAX|BCHE|BCL2|CASP3|CASP8|CASP9|CAT|CCNB1|CD40LG|CDKN1A|ABCC2|CYP1A1|CYP2B6|CYP2E1|ACE|NQO1|ESR1|HIF1A|HMGCR|HMOX1|ICAM1|IFNG|IGF2|IL1B|IL2|IL4|IL6|IL10|INSR|LPL|MDM2|MMP1|MMP9|MPO|MYC|NFKBIA|NOS2|NOS3|NPY|SERPINE1|PPARA|PPARG|PRKCA|PRKCB|MAPK1|MAPK3|PTGS1|PTGS2|RELA|SLC2A4|SOD1|STAT1|STAT3|TGFB1|TLR4|TNF|TP53|VEGFA|XDH|NCF1,-63,0
1,-67,C4529962,M1,1,0,DisGeNET,35,Fatty Liver Disease,,-67,16,32,30182,741,187,73,39,3.6,31|150|196|207|231|581|596|836|841|842|847|1026|1029|1244|1277|1432|1499|1509|1544|1555|1571|1576|1636|1728|1869|2099|2213|2353|2944|2950|3091|3156|3162|3383|3458|3553|3565|3569|3576|3586|3630|3643|3725|4023|4128|4170|4312|4318|4353|4615|4846|4973|5465|5468|5579|5594|5595|5599|5743|5970|6647|6772|6774|6885|7040|7099|7124|7128|7157|7422|8972|10598|653361,ACACA|ADRA2A|AHR|AKT1|AKR1B1|BAX|BCL2|CASP3|CASP8|CASP9|CAT|CDKN1A|CDKN2A|ABCC2|COL1A1|MAPK14|CTNNB1|CTSD|CYP1A2|CYP2B6|CYP2E1|CYP3A4|ACE|NQO1|E2F1|ESR1|FCGR2B|FOS|GSTM1|GSTP1|HIF1A|HMGCR|HMOX1|ICAM1|IFNG|IL1B|IL4|IL6|CXCL8|IL10|INS|INSR|JUN|LPL|MAOA|MCL1|MMP1|MMP9|MPO|MYD88|NOS3|OLR1|PPARA|PPARG|PRKCB|MAPK1|MAPK3|MAPK8|PTGS2|RELA|SOD1|STAT1|STAT3|MAP3K7|TGFB1|TLR4|TNF|TNFAIP3|TP53|VEGFA|MGAM|AHSA1|NCF1,-63,0
1,-65,C0155626,M1,1,0,DisGeNET,35,Acute myocardial infarction,,-65,15,31,30182,766,187,72,39,3.6,31|43|150|153|154|155|196|207|581|595|596|836|842|847|959|1029|1277|1432|1499|1555|1636|1733|2099|2932|2944|2950|3091|3156|3162|3383|3458|3481|3553|3565|3569|3576|3586|3603|3725|4023|4312|4314|4318|4353|4615|4846|4852|4973|5054|5468|5594|5595|5599|5728|5733|5743|5970|6331|6517|6530|6532|6647|6774|7040|7099|7124|7157|7422|7442|8804|10598|653361,ACACA|ACHE|ADRA2A|ADRB1|ADRB2|ADRB3|AHR|AKT1|BAX|CCND1|BCL2|CASP3|CASP9|CAT|CD40LG|CDKN2A|COL1A1|MAPK14|CTNNB1|CYP2B6|ACE|DIO1|ESR1|GSK3B|GSTM1|GSTP1|HIF1A|HMGCR|HMOX1|ICAM1|IFNG|IGF2|IL1B|IL4|IL6|CXCL8|IL10|IL16|JUN|LPL|MMP1|MMP3|MMP9|MPO|MYD88|NOS3|NPY|OLR1|SERPINE1|PPARG|MAPK1|MAPK3|MAPK8|PTEN|PTGER3|PTGS2|RELA|SCN5A|SLC2A4|SLC6A2|SLC6A4|SOD1|STAT3|TGFB1|TLR4|TNF|TP53|VEGFA|TRPV1|CREG1|AHSA1|NCF1,-61,0
1,-65,C3714514,M1,1,0,DisGeNET,35,Infection,,-65,21,35,30182,491,187,63,34,3.5,154|207|240|581|596|836|841|842|942|999|1029|1432|1499|1869|2099|2353|2950|3091|3162|3383|3428|3458|3481|3553|3558|3565|3569|3576|3586|3603|4023|4088|4193|4314|4318|4353|4609|4615|4790|4792|4843|5366|5465|5468|5578|5594|5595|5742|5743|5894|5925|5970|6647|6772|6774|7040|7099|7124|7157|7422|7498|29126|51135,ADRB2|AKT1|ALOX5|BAX|BCL2|CASP3|CASP8|CASP9|CD86|CDH1|CDKN2A|MAPK14|CTNNB1|E2F1|ESR1|FOS|GSTP1|HIF1A|HMOX1|ICAM1|IFI16|IFNG|IGF2|IL1B|IL2|IL4|IL6|CXCL8|IL10|IL16|LPL|SMAD3|MDM2|MMP3|MMP9|MPO|MYC|MYD88|NFKB1|NFKBIA|NOS2|PMAIP1|PPARA|PPARG|PRKCA|MAPK1|MAPK3|PTGS1|PTGS2|RAF1|RB1|RELA|SOD1|STAT1|STAT3|TGFB1|TLR4|TNF|TP53|VEGFA|XDH|CD274|IRAK4,-61,0
1,-65,C0024305,M1,1,0,DisGeNET,35,"Lymphoma, Non-Hodgkin",,-65,16,32,30182,733,187,71,38,3.5,31|196|207|581|590|595|596|808|836|841|842|847|959|1019|1026|1029|1432|1499|1543|1545|1555|1571|1636|1869|2064|2099|2213|2944|2950|3091|3383|3458|3553|3558|3565|3569|3575|3576|3586|3603|3643|4170|4193|4312|4314|4318|4353|4609|4615|4790|4843|4846|4852|5578|5579|5594|5595|5599|5728|5743|5894|5925|6774|7040|7124|7128|7157|7422|8644|10598|29126,ACACA|AHR|AKT1|BAX|BCHE|CCND1|BCL2|CALM3|CASP3|CASP8|CASP9|CAT|CD40LG|CDK4|CDKN1A|CDKN2A|MAPK14|CTNNB1|CYP1A1|CYP1B1|CYP2B6|CYP2E1|ACE|E2F1|ERBB2|ESR1|FCGR2B|GSTM1|GSTP1|HIF1A|ICAM1|IFNG|IL1B|IL2|IL4|IL6|IL7R|CXCL8|IL10|IL16|INSR|MCL1|MDM2|MMP1|MMP3|MMP9|MPO|MYC|MYD88|NFKB1|NOS2|NOS3|NPY|PRKCA|PRKCB|MAPK1|MAPK3|MAPK8|PTEN|PTGS2|RAF1|RB1|STAT3|TGFB1|TNF|TNFAIP3|TP53|VEGFA|AKR1C3|AHSA1|CD274,-61,0
1,-62,C0153381,M1,1,0,DisGeNET,35,Malignant neoplasm of mouth,,-62,15,31,30182,756,187,70,37,3.5,196|207|231|240|595|596|836|841|842|847|942|959|999|1019|1026|1029|1432|1499|1543|1544|1545|1571|1636|2064|2353|2944|2950|3037|3091|3162|3383|3458|3481|3553|3558|3565|3569|3576|3586|3630|3725|4170|4193|4312|4314|4318|4609|4790|4792|4846|5054|5465|5468|5578|5579|5594|5595|5599|5728|5742|5743|5970|6774|7040|7124|7157|7422|7442|29126|151056,AHR|AKT1|AKR1B1|ALOX5|CCND1|BCL2|CASP3|CASP8|CASP9|CAT|CD86|CD40LG|CDH1|CDK4|CDKN1A|CDKN2A|MAPK14|CTNNB1|CYP1A1|CYP1A2|CYP1B1|CYP2E1|ACE|ERBB2|FOS|GSTM1|GSTP1|HAS2|HIF1A|HMOX1|ICAM1|IFNG|IGF2|IL1B|IL2|IL4|IL6|CXCL8|IL10|INS|JUN|MCL1|MDM2|MMP1|MMP3|MMP9|MYC|NFKB1|NFKBIA|NOS3|SERPINE1|PPARA|PPARG|PRKCA|PRKCB|MAPK1|MAPK3|MAPK8|PTEN|PTGS1|PTGS2|RELA|STAT3|TGFB1|TNF|TP53|VEGFA|TRPV1|CD274|PLB1,-58,0
1,-60,C3714636,M1,1,0,DisGeNET,35,Pneumonitis,,-60,16,31,30182,696,187,67,36,3.5,154|196|207|231|240|596|836|847|959|1029|1277|1281|1432|1499|1544|1555|1636|2064|2099|2213|2353|2944|2950|3091|3162|3383|3458|3553|3558|3565|3569|3576|3586|3603|3725|4170|4314|4318|4353|4615|4638|4790|4843|4846|5054|5468|5578|5594|5595|5599|5733|5742|5743|6772|6774|6885|7040|7099|7124|7128|7157|7226|7422|7442|10598|29126|54361,ADRB2|AHR|AKT1|AKR1B1|ALOX5|BCL2|CASP3|CAT|CD40LG|CDKN2A|COL1A1|COL3A1|MAPK14|CTNNB1|CYP1A2|CYP2B6|ACE|ERBB2|ESR1|FCGR2B|FOS|GSTM1|GSTP1|HIF1A|HMOX1|ICAM1|IFNG|IL1B|IL2|IL4|IL6|CXCL8|IL10|IL16|JUN|MCL1|MMP3|MMP9|MPO|MYD88|MYLK|NFKB1|NOS2|NOS3|SERPINE1|PPARG|PRKCA|MAPK1|MAPK3|MAPK8|PTGER3|PTGS1|PTGS2|STAT1|STAT3|MAP3K7|TGFB1|TLR4|TNF|TNFAIP3|TP53|TRPM2|VEGFA|TRPV1|AHSA1|CD274|WNT4,-57,0
1,-59,C0019158,M1,1,0,DisGeNET,35,Hepatitis,,-59,16,31,30182,656,187,65,35,3.5,196|590|596|836|841|847|1026|1029|1244|1432|1499|1545|1555|1571|1576|1636|2099|2213|2932|2944|2950|3091|3162|3383|3458|3553|3558|3565|3569|3576|3586|3630|3643|3725|4087|4088|4193|4318|4353|4609|4615|4790|4843|5018|5424|5465|5468|5594|5599|5728|5742|5743|5970|6373|6772|6774|6885|7040|7099|7124|7157|7422|10598|29126|54658,AHR|BCHE|BCL2|CASP3|CASP8|CAT|CDKN1A|CDKN2A|ABCC2|MAPK14|CTNNB1|CYP1B1|CYP2B6|CYP2E1|CYP3A4|ACE|ESR1|FCGR2B|GSK3B|GSTM1|GSTP1|HIF1A|HMOX1|ICAM1|IFNG|IL1B|IL2|IL4|IL6|CXCL8|IL10|INS|INSR|JUN|SMAD2|SMAD3|MDM2|MMP9|MPO|MYC|MYD88|NFKB1|NOS2|OXA1L|POLD1|PPARA|PPARG|MAPK1|MAPK8|PTEN|PTGS1|PTGS2|RELA|CXCL11|STAT1|STAT3|MAP3K7|TGFB1|TLR4|TNF|TP53|VEGFA|AHSA1|CD274|UGT1A1,-56,0
1,-58,C0278595,M1,1,0,DisGeNET,35,Adult Fibrosarcoma,,-58,23,34,30182,387,187,55,29,3.3,207|231|595|596|836|841|1026|1029|1244|1277|1432|1499|1636|1869|2064|2353|2670|2932|3091|3383|3458|3481|3553|3558|3569|3576|3586|3725|4087|4193|4312|4314|4318|4609|4790|5054|5578|5579|5594|5599|5728|5743|5894|5970|6373|6772|7040|7124|7157|7422|7442|8804|10598|10728|29126,AKT1|AKR1B1|CCND1|BCL2|CASP3|CASP8|CDKN1A|CDKN2A|ABCC2|COL1A1|MAPK14|CTNNB1|ACE|E2F1|ERBB2|FOS|GFAP|GSK3B|HIF1A|ICAM1|IFNG|IGF2|IL1B|IL2|IL6|CXCL8|IL10|JUN|SMAD2|MDM2|MMP1|MMP3|MMP9|MYC|NFKB1|SERPINE1|PRKCA|PRKCB|MAPK1|MAPK8|PTEN|PTGS2|RAF1|RELA|CXCL11|STAT1|TGFB1|TNF|TP53|VEGFA|TRPV1|CREG1|AHSA1|PTGES3|CD274,-55,0
1,-58,C0035126,M1,1,0,DisGeNET,35,Reperfusion Injury,,-58,27,36,30182,300,187,51,27,3.3,153|154|240|581|595|596|836|841|842|847|891|959|1026|1432|1571|1636|2353|2773|3091|3156|3162|3383|3458|3553|3569|3576|3586|3725|4314|4318|4353|4615|4843|4846|5465|5468|5578|5599|5601|5644|5728|5742|5743|5970|6647|6772|6774|7099|7124|7157|7498,ADRB1|ADRB2|ALOX5|BAX|CCND1|BCL2|CASP3|CASP8|CASP9|CAT|CCNB1|CD40LG|CDKN1A|MAPK14|CYP2E1|ACE|FOS|GNAI3|HIF1A|HMGCR|HMOX1|ICAM1|IFNG|IL1B|IL6|CXCL8|IL10|JUN|MMP3|MMP9|MPO|MYD88|NOS2|NOS3|PPARA|PPARG|PRKCA|MAPK8|MAPK9|PRSS1|PTEN|PTGS1|PTGS2|RELA|SOD1|STAT1|STAT3|TLR4|TNF|TP53|XDH,-55,0
